recordNumber,recordDate,projectType,politicalParty,author,topic,parlState,commissionEntryDate,commissionReportDate,diasEnComision,subtheme
00386-2026-HCD,2026-06-11,RES - Resolución,Bloque Fuerza Patria,Franco Virginia,Declaración de Interes,En comisión,2026-06-18,,97,"DECLARANDO PERSONALIDAD DESTACADA DE LA CULTURA DEL PARTIDO DE SAN ISIDRO AL SR. CARLOS ALBERTO SOLARI, CONOCIDO ARTÍSTA Y POPULARMENTE COMO ""EL INDIO SOLARI""."
00385-2026-HCD,2026-06-11,ORD - Ordenanza,Bloque Fuerza Patria,Franco Virginia,Seguridad,En comisión,2026-06-18,,97,CREANDO EL PROGRAMA CORREDORES ESCOLARES
00384-2026-HCD,2026-06-11,RES - Resolución,Bloque Fuerza Patria,Franco Virginia,Declaración,En comisión,2026-06-18,,97,EL H.C.D. DECLARA PREOCUPACIÓN Y RECHAZO ANTE EL PROCESO DE PERSECUCIÓN JUDICIAL Y PROSCRIPCIÓN POLÍTICA QUE HA SIDO INSTRUMENTADO CONTRA LA EX PRESIDENTA DE LA NACIÓN DRA. CRISTINA FERNÁNDEZ DE KIRCHNER.
00336-2026-HCD,2026-06-11,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Reconocimiento,Sancionado,2026-06-18,,97,"EL H.C.D. EXPRESA SU RECONOCIMIENTO A LA ""ASOCIACIÓN CIVIL BINCA PARA TODOS"", POR SU COMPROMISO CON LA COMUNIDAD Y SU TRABAJO TERRITORIAL EN NUESTRA CIUDAD EN SU 20° ANIVERSARIO."
00353-2026-HCD,2026-06-11,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Declaración,En comisión,2026-06-18,,97,EL H.C.D. EXPRESA PREOCUPACIÓN Y RECHAZO ANTE LA UTILIZACIÓN DE MECANISMOS EXCEPCIONALES DE REGULACIÓN FISCAL POR PARTE DE FUNCIONARIOS PÚBLICOS NACIONALES O INTEGRANTES DE SU GRUPO FAMILIAR DIRECTO.
00352-2026-HCD,2026-06-11,ORD - Ordenanza,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Medio Ambiente,En comisión,2026-06-18,,97,CREANDO LA MESA LOCAL DE POLÍTICAS AMBIENTALES DE SAN ISIDRO.
00350-2026-HCD,2026-06-11,ORD - Ordenanza,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Parques y Plazas,En comisión,2026-06-18,,97,"ESTABLECIENDO QUE EL PREDIO DEL GOLF DE VILLA ADELINA DEBERÁ DESTINARSE PRIORITARIAMENTE A ACTIVIDADES RECREATIVAS, DEPORTIVAS NO COMPETITIVAS, EDUCATIVAS, CULTURALES, AMBIENTALES Y DE ESPARCIMIENTO COMPATIBLES CON SU CARÁCTER DE PAISAJE PROTEGIDO."
00349-2026-HCD,2026-06-11,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Declaración,En comisión,2026-06-18,,97,"EL H.C.D. EXPRESA SU PROFUNDO PESAR POR EL FALLECIMIENTO DE CARLOS ALBERTO ""INDIO"" SOLARI, UNA DE LAS FIGURAS MÁS TRASCENDENTES DE LA CULTURA POPULAR ARGENTINA CONTEMPORÁNEA."
00348-2026-HCD,2026-06-11,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Declaración,En comisión,2026-06-18,,97,"EL H.C.D. EXPRESA PREOCUPACIÓN Y RECHAZO AL PROYECTO DENOMINADO ""SÚPER RIGI"" IMPULSADO POR EL GOBIERNO NACIONAL."
00347-2026-HCD,2026-06-11,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración,En comisión,2026-06-18,,97,"DECLARANDO ""SITIO HISTÓRICO Y DE INTERÉS CULTURAL DEL ROCK ARGENTINO"" AL INMUEBLE UBICADO EN LA CALLE RIVERA N° 2100, DE LA CIUDAD DE VILLA ADELINA."
00374-2026-HCD,2026-06-11,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Calles,Sancionado,2026-06-18,2026-08-11,54,"ESTABLECIENDO LA NOMENCLATURA PARCELARIA POR ALTURA EN DIVERSOS TRAMOS PERIMETRALES DEL BARRIO SAN ISIDRO (BASI), DE LA CIUDAD DE BOULOGNE."
00345-2026-HCD,2026-06-11,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración de Interes,Sancionado,2026-06-18,2026-06-25,7,"EL H.C.D. DECLARA DE INTERÉS LA ""SEMANA DE SENSIBILIZACIÓN SOBRE LA SORDOCEGUERA""A CONMEMORARSE LA ÚLTIMA SEMANA DEL MES DE JUNIO DE CADA AÑO."
129283-2026-S,2026-06-12,ORD - Ordenanza,Ejecutivo,Ejecutivo,Estacionamiento,Sancionado,2026-06-18,2026-06-23,5,RECONSTRUCCIÓN DE EXPEDIENTE NRO 6328/1971
00396-2026-HCD,2026-06-18,,Otros,Otros,,En comisión,2026-06-18,,97,
129286-2026-S,2026-06-22,ORD - Ordenanza,,,Ordenanza,En comisión,2026-06-18,,97,RECONSTRUCCIÓN DE EXPEDIENTE NRO 6328/1971 (ORDENANZA 4116)
00452-2026-HCD,2026-06-26,ORD - Ordenanza,Bloque Unión Civica Radical,Perez Walter Dr.,Comercios e Industrias,En comisión,2026-07-15,,70,"AUTORIZANDO A LOS TITULARES DE PERMISOS DE USOS, OCUPACIÓN DE ESPACIO PÚBLICO Y/O HABILITACIONES DE PUESTOS DESTINADOS A LA VENTA DE DIARIOS, REVISTAS Y AFINES, A RECONVERTIR Y AMPLIAR SUS ACTIVIDADES.-"
00449-2026-HCD,2026-06-26,RES - Resolución,,,Declaración,En comisión,2026-07-16,,69,EL H.C.D. EXPRESA SU CONVICCIÓN QUE LA PARTICIPACIÓN PÓLITICA DE LOS JÓVENES EN LOS CUERPOS DELIBERATIVOS MUNICIPALES CONSTITUYE UNA NECESIDAD INSTITUCIONAL E INSTA LA H. CAMARA DE DIPUTADOS DE LA PROV. BS. AS. A AVANZAR EN LA MODIFICACIÓN DEL DECRETO LEY N° 6.769/58.
00450-2026-HCD,2026-06-26,ORD - Ordenanza,Bloque Unión Civica Radical,Perez Walter Dr.,Planeamiento Urbano,En comisión,2026-07-16,,69,MODIFICANDO EL ARTÍCULO 1.2.1.1. DE LA SECCIÓN 1.2.1. DEL CAPÍTULO I DEL CÓDIGO DE ORDENAMIENTO URBANO DE SAN ISIDRO.-
00426-2026-HCD,2026-06-26,ORD - Ordenanza,Movimiento Derecho al Futuro,Schuppisser Manuela,Adhesión,En comisión,2026-07-16,,69,ADHIRIENDO A LA LEY PROVINCIAL N° 10.605 DE PREVENCIÓN AL SUICIDIO.-
00424-2026-HCD,2026-06-26,RES - Resolución,La Libertad Avanza,Viveka Nyborg Andersen,Beneplácito,En comisión,2026-07-16,,69,EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA APROBACIÓN DEL PLAN NACIONAL PARA LA PREVENCIÓN Y CONTROL DE LA RESISTENCIA A LOS ANTIMICROBIANOS 2026-2029.-
00456-2026-HCD,2026-06-26,ORD - Ordenanza,Bloque Fuerza Patria,Franco Virginia,Derechos Humanos y Género,En comisión,2026-07-16,,69,CREANDO EL PROGRAMA MUNICIPAL DE PROMOTORES TERRITORIALES DE PREVENCIÓN CIUDADANA Y DERECHOS HUMANOS.-
00457-2026-HCD,2026-06-26,ORD - Ordenanza,Bloque Fuerza Patria,Franco Virginia,Asistencia Social,En comisión,2026-07-16,,69,"CREANDO EL PROGRAMA MUNICIPAL ""YO MAMÁ"", DESTINADO A BRINDAR ACOMPAÑAMIENTO INTEGRAL A ADOLESCENTES EMBARAZADAS Y MADRES ADOLESCENTES RESIDENTES EN EL PARTIDO DE SAN ISIDRO"
00423-2026-HCD,2026-06-26,ORD - Ordenanza,La Libertad Avanza,Colombo Federico,Cultura,En comisión,2026-07-16,,69,CREANDO EL PASEO DE LAS PERSONALIDADES DESTACADAS DE SAN ISIDRO.
00416-2026-HCD,2026-06-26,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Otros,En comisión,2026-07-16,,69,"EL H.C.D. EXPRESA SU PREOCUPACIÓN Y RECHAZO ANTE LA DECISIÓN DEL GOBIERNO NACIONAL DE AVANZAR CON LA HIDROVÍA PARANÁ - PARAGUAY, EN EL MARCO DE LA LICITACIÓN PÚBLICA INTERNACIONAL N° 1/2026.-"
00406-2026-HCD,2026-06-26,RES - Resolución,Movimiento Derecho al Futuro,Schuppisser Manuela,Declaración de Interes,En comisión,2026-07-16,,69,"EL H.C.D. DECLARA DE INTERÉS EL VEREDICTO DICTADO EL 22 DE JUNIO DE 2026 POR EL JUZGADO CRIMINAL Y CORRECCIONAL FEDERAL Nº 2 DE SAN MARTÍN EN EL MARCO DEL ""JUICIO POR LA VERDAD POR LOS FUSILAMIENTOS DE JOSÉ LEÓN DE 1956"".-"
00405-2026-HCD,2026-06-26,ORD - Ordenanza,Movimiento Derecho al Futuro,Schuppisser Manuela,Calles,En comisión,2026-07-16,,69,"MODIFICANDO EL ACTUAL NOMBRE DE LA CALLE ""TTE. GRAL. PEDRO EUGENIO ARAMBURU"" DE LA CIUDAD DE MARTÍNEZ, POR EL NOMBRE DE ""INTENDENTE NORBERTO GAVINO"", SOBREVIVIENTE DE LOS FUSILAMIENTOS DE JOSÉ L. SUÁREZ."
00401-2026-HCD,2026-06-26,RES - Resolución,Bloque Unión Civica Radical,Perez Walter Dr.,Declaración,En comisión,2026-07-16,,69,"EL H.C.D. MANIFIESTA OPSICIÓN Y ROTUNDO RECHAZO A LA EVALUACIÓN DEL IMPACTO AMBIENTAL PRESENTADA BAJO EL MARCO DEL EXPEDIENTE N° 158/2026, RELACIONADO CON EL INMUEBLE SITO EN LA CALLE GRAL. ALVEAR N° 1495, DE LA CIUDAD DE MARTÍNEZ."
00398-2026-HCD,2026-06-26,ORD - Ordenanza,Movimiento Derecho al Futuro,Schuppisser Manuela,Convenios,En comisión,2026-07-16,,69,"AUTORIZANDO A SUSCRIBIR EL CONVENIO CON EL MINISTERIO DE SALUD DE LA PCIA. DE BUENOS AIRES PARA LA IMPLEMENTACIÓN DEL PROGRAMA PROVINCIAL DE ACOMPAÑAMIENTO Y CUIDADOS DE LA SALUD DURANTE EL EMBARAZO Y LA PRIMERA INFANCIA ""QUNITA BONARENSE"".-"
00441-2026-HCD,2026-06-26,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Tránsito,En comisión,2026-07-16,,69,CREANDO EL PLAN MUNICIPAL ANTI PICADAS EN EL PARTIDO DE SAN ISIDRO.
00448-2026-HCD,2026-06-26,ORD - Ordenanza,La Libertad Avanza,Lopez Daniela,Otros,En comisión,2026-07-16,,69,"CREANDO EL ""RÉGIMEN DE PERMISOS INSTANTÁNEOS Y APERTURA INMEDIATA"" EN EL ÁMBITO DEL PARTIDO DE SAN ISIDRO.-"
00419-2026-HCD,2026-06-26,RES - Resolución,La Libertad Avanza,Viveka Nyborg Andersen,Declaración,Sancionado,2026-07-16,2026-08-11,26,"EL H.C.D. DECLARA COMO PERSONALIDAD DESTACADA DE LA CULTURA DE SAN ISIDRO A LA ESCULTORA LUCY MATTOS, POR SU TRAYECTORIA Y CONTRIBUCIÓN A LA CULTURA DE SAN ISIDRO"
00428-2026-HCD,2026-06-26,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Montivero Diego,Beneplácito,Sancionado,2026-07-16,2026-07-24,8,"EL H.C.D. EXPRESA SU BENEPLÁCITO POR LA SANCIÓN DE LA LEY PROVINCIAL DE PICTOGRAMAS QUE PROMUEVE LA ACCESIBILIDAD, LA INCLUSIÓN Y LA AMPLIACIÓN DE DERECHOS DE LAS PERSONAS CON DISCAPACIDAD.-"
00443-2026-HCD,2026-06-26,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Transporte,Sancionado,2026-07-16,2026-07-21,5,COLOCANDO EN TODAS LAS PARADAS DE COLECTIVOS DEL PARTIDO DE SAN ISIDRO LA CORRESPONDIENTE CARTELERÍA QUE INDIQUE QUE LÍNEAS PARAN ALLÍ Y SUS RECORRIDOS.
00465-2026-HCD,2026-07-08,RES - Resolución,Bloque Unión Civica Radical,Perez Walter Dr.,Honorable Concejo Deliberante,En comisión,2026-07-16,,69,REAFIRMANDO EL CARÁCTER IRRESTRICTO DEL ACCESO PÚBLICO AL RECINTO DE SESIONES DEL H.C.D. POR PARTE DE LOS CIUDADANOS.
00461-2026-HCD,2026-07-08,RES - Resolución,La Libertad Avanza,Viveka Nyborg Andersen,Reconocimiento,Sancionado,2026-07-16,2026-08-11,26,"EL H.C.D. DE SAN ISIDRO RECONOCE LA LABOR Y LOS APORTES DE LA APLICACIÓN ""PASITO"" AL BIENESTAR DE LA COMUNIDAD DE SAN ISIDRO, INCENTIVANDO LA ACTIVIDAD FÍSICA Y LA VIDA SALUDABLE."
00470-2026-HCD,2026-07-08,RES - Resolución,Bloque PRIMERO SAN ISIDRO,Alvarado Guido,Reconocimiento,Sancionado,2026-07-16,2026-07-24,8,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y FELICITACIÓN A LA DEPORTISTA Y VECINA DE MARTÍNEZ MARÍA RITA FERNANDEZ, POR SU PARTICIPACIÓN EN EL US OPEN DE GOLF ADAPTADO, QUE SE REALIZÓ DEL 6 AL 8 DE JULIO EN MARYLAND ESTADOS UNIDOS."
00472-2026-HCD,2026-07-08,RES - Resolución,La Libertad Avanza,Lopez Daniela,Beneplácito,Sancionado,2026-07-16,2026-07-24,8,EL H.C.D. DE SAN ISIDRO EXPRESA SU BENEPLÁCITO POR LOS RESULTADOS OBTENIDOS EN LAS PRUEBAS APRENDER 2025 DADOS A CONOCER POR EL MINISTERIO DE CAPITAL HUMANO DE LA NACIÓN
00460-2026-HCD,2026-07-08,RES - Resolución,La Libertad Avanza,Viveka Nyborg Andersen,Declaración de Interes,Sancionado,2026-07-16,2026-07-24,8,"EL H.C.D. DECLARA DE INTERÉS AL PROGRAMA ""CONCURSO EMPRENDADOR ARGENTINO"", DE LA DIRECCIÓN NACIONAL DE FORTALECIMIENTO DE CAPACIDADES EMPRENDEDORAS DEPENDIENTE DE LA SUBSEC. DE EMPRENDEDORES DEL MINIST. DE ECONOMÍA DE LA NACIÓN."
009821-2024-S,2026-07-13,ORD - Ordenanza,Ejecutivo,Ejecutivo,CONVALIDACIÓN,En comisión,2026-07-16,,69,CEMENTERIOS SERVICIO ESCENCIAL Y PRIORITARIO
170946-2026-S,2026-07-13,ORD - Ordenanza,Ejecutivo,Ejecutivo,Medio Ambiente,Sancionado,2026-07-16,2026-07-24,8,RÉGIMEN PARA LA REMOCIÓN DE INSTALACIONES DE CABLEADO AÉREO EN DESUSO EN LA MUNICIPALIDAD DE SAN ISIDRO
00499-2026-HCD,2026-07-24,DEC - Decreto,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Montivero Diego,Honorable Concejo Deliberante,En comisión,2026-08-06,,48,"DECLARANDO AL EDIFICIO DEL HONORABLE CONCEJO DELIBERANTE DE SAN ISIDRO COMO ""ESPACIO CARDIOASISTIDO"" DISPONIENDOSE LA ADQUISICION E INSTALACION DE UN EQUIPO DESFIBRILADOR EXTERO AUTOMATICO (DEA)."
00497-2026-HCD,2026-07-24,RES - Resolución,Bloque Fuerza Patria,Diaz Marcos,Declaración,En comisión,2026-08-06,,48,"EL H.C.D EXPRESA SU PREOCUPACION Y RECHAZO AL PROYECTO DE LEY SOBRE INVIOLABILIDAD DE LA PROPIEDAD PRIVADA, DEL PODER EJECUTIVO NACIONAL."
00495-2026-HCD,2026-07-24,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Ordenanza,En comisión,2026-08-06,,48,"CREANDO EL PROGRAMA ""ROTONDAS CON IDENTIDAD - 210 AÑOS DE PATRIA"" EN EL AMBITO DEL PARTIDO DE SAN ISIDRO"
00492-2026-HCD,2026-07-24,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Educación,En comisión,2026-08-06,,48,CREANDO LA BECA ESTUDIANTIL DE SAN ISIDRO PARA ESTUDIANTES DE LOS CENTROS DE FORMACIÓN PROFESIONAL Y CENTROS DE FORMACIÓN LABORAL QUE RESIDAN EN EL MUNICIPIO.
00490-2026-HCD,2026-07-24,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Reconocimiento,En comisión,2026-08-06,,48,EL H.C.D EXPREASA SU BENEPLACITO AL PROYECTO DE LEY QUE PROPONE DECLARAR CIUDADANOS ILUSTRES DE LA PROVINCIA DE BUENOS AIRES A LOS FUTBOLISTAS INTEGRANTES DEL PLANTEL DE LA SELECCIÓN ARGENTINA.
00485-2026-HCD,2026-07-24,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Reconocimiento,Sancionado,2026-08-06,2026-08-27,21,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y HOMENAJE A LA SELECCIÓN ARGENTINA DE FÚTBOL Y LA TOTALIDAD DE JUGADORES QUE INTEGRAN SU PLANTEL, POR SU EJEMPLO DE SACRIFICIO, TRABAJO EN EQUIPO Y UNIÓN."
00503-2026-HCD,2026-07-27,ORD - Ordenanza,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Ordenanza,En comisión,2026-08-06,,48,CREANDO EN EL AMBITO DEL PARTIDO DE SAN ISIDRO EL PROCEDIMIENTO ADMINISTRATIVO DE PROTECCION Y ASISTENCIA AL CONSUMIDOR SOBREENDEUDADO.
00505-2026-HCD,2026-07-29,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Repudio,En comisión,2026-08-06,,48,EL H.C.D. EXPRESA SU REPUDIO A LOS INSULTOS DICHOS POR EL PRESIDENTE DE LA NACIÓN HACIA EL PRESIDENTE DE LA REPÚBLICA DE BRASIL LUIZ IGNACIO LULA DA SILVA..
00512-2026-HCD,2026-07-29,DEC - Decreto,Bloque Partido Demócrata,Feldtmann Maria Ines,Honorable Concejo Deliberante,En comisión,2026-08-06,,48,"ESTABLECIENDO LA ILUMINACIÓN DE LA FACHADA DEL H.C.D. DE COLOR CELESTE TODOS LOS 25 DE MARZO POR EL ""DÍA MUNICIPAL DEL NIÑO POR NACER""."
00509-2026-HCD,2026-07-29,RES - Resolución,Bloque Partido Demócrata,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2026-08-06,,48,"EL H.C.D. DECLARA DE INTERÉS LA ""VII JORNADA DE HISTORIA DE LOS HISTORIADORES DE FONDO DE LA LEGUA"", A REALIZARSE EL PRÓXIMO 08 DE AGOSTO DEL CORRIENTE AÑO."
00518-2026-HCD,2026-07-30,ORD - Ordenanza,Movimiento Derecho al Futuro,Schuppisser Manuela,Adhesión,En comisión,2026-08-06,,48,"ADHERIR A TODOS LOS TÉRMINOS DE LA LEY PROVINCIAL N° 15.296, QUE ESTABLECE LA CAPACITACIÓN OBLIGATORIA EN TEMÁTICA DE DISCAPACIDAD PARA TODAS LAS PERSONAS QUE SE DESMPEÑEN EN LA FUNCIÓN PÚBLICA MUNICIPAL."
00527-2026-HCD,2026-07-31,ORD - Ordenanza,La Libertad Avanza,Lopez Daniela,Ordenanza,En comisión,2026-08-06,,48,"GARANTIZANDO UN PROCEDIMIENTO HUMANO, DIGNO E INFORMADO PARA LA SEPULTURA Y/O CREMACIÓN DE SERES HUMANOS FALLECIDOS DURANTE LA GESTACIÓN (DEFUNCIÓN FETALO INTRAUTERINA)."
00535-2026-HCD,2026-07-31,RES - Resolución,La Libertad Avanza,Viveka Nyborg Andersen,Repudio,En comisión,2026-08-06,,48,EL HONORABLE CONCEJO DELIBERANTE MANIFIESTA SU REPUDIO A LA RESOLUCIÓN N° RESO-2026-1640-GDEBA-MDCGP QUE DISPONE LA SUSPENSIÓN DEL PROGRAMA MESA BONAERENSE .
00529-2026-HCD,2026-07-31,RES - Resolución,La Libertad Avanza,Lopez Daniela,Declaración de Interes,En comisión,2026-08-06,,48,"EL HONORABLE CONCEJO DELIBERANTE DECLARA DE INTERÉS LA CONMEMORACIÓN DEL DÍA INTERNACIONAL DE ACCIÓN POR LAS DOS VIDAS, QUE SE CELEBRA EL DIA 8 DE AGOSTO DE CADA AÑO."
00531-2026-HCD,2026-07-31,RES - Resolución,La Libertad Avanza,Lopez Daniela,Repudio,En comisión,2026-08-06,,48,EL HONORABLE CONCEJO DELIBERANTE REPUDIA LAS EXPRESIONES Y CAMPAÑAS DIFUNDIDAS EN MEDIOS Y REDES SOCIALES QUE BUSCARON INSTALAR UNA IMAGEN FALSA Y AGRAVIANTE DE LA NACIÓN ARGENTINA.
00532-2026-HCD,2026-07-31,,La Libertad Avanza,Lopez Daniela,,En comisión,2026-08-06,,48,EL HONORABLE CONCEJO DELIBERANTE REPUDIA EL INCREMENTO DE LOS COSTOS ASOCIADOS A LA OBTENCIÓN Y RENOVACIÓN DE LAS LICENCIAS DE CONDUCIR PROFESIONALES EN LA PCIA. DE BS. AS.
00519-2026-HCD,2026-07-31,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Declaración,Sancionado,2026-08-06,2026-08-27,21,"EL HONORABLE CONCEJO DELIBERANTE EXPRESA SU PREOCUPACIÓN POR EL INCUMPLIMIENTO DE LA LEY PROVINCIAL N° 27.023 Y DE LA LEY PROVINCIAL N° 15.062, POR FALTA DE EXHIBIECION DE LA LEYENDA ""LAS ISLAS MALVINAS SON ARGENTINAS"" Y EL MAPA BICONTINENTAL, EN LAS UNIDADES DE EMPRESAS DE COLECTIVO."
00533-2026-HCD,2026-07-31,,La Libertad Avanza,Lopez Daniela,,Sancionado,2026-08-06,2026-08-11,5,S/ LA INCORPORACION DE PUERTOS USB DE CARGA PARA DISPOSITIVOS MÓVILES EN LOS TOTEMS DE SEGURIDAD Y ASISTENCIA INMEDIATA INSTALDOS EN EL PARTIDO.-
00530-2026-HCD,2026-07-31,RES - Resolución,La Libertad Avanza,Viveka Nyborg Andersen,Adhesión,Sancionado,2026-08-06,2026-08-11,5,"S/ AL MINISTERIO DE TRANSPORTE DE LA PCIA. DE BS. AS. ADHERIR AL DECRETO NACIONAL N° 196/2025, CON EL FIN DE IMPLEMENTAR LAS NUEVAS DISPOSICIONES ESTABLECIDAS RESPECTO DE LA VERIFICACIÓN TÉCNICA VEHICULAR."
0196856-2026-S,2026-08-03,ORD - Ordenanza,Ejecutivo,Ejecutivo,Convenios,En comisión,2026-08-06,,48,CONVENIO MARCO CON LA CIUDAD AUTÓNOMA DE BUENOS AIRES.
0237295-2026-S,2026-08-03,ORD - Ordenanza,Ejecutivo,Ejecutivo,Presupuesto,Sancionado,2026-08-06,2026-08-27,21,MODIFICACIÓN DEL RÉGIMEN DE EXENCIONES PARA ESTABLECIMIENTOS EDUCACIONALES DE GESTIÓN PRIVADA.
087587-2026-S CUERPOS 0 2 3,2026-08-03,ORD - Ordenanza,Ejecutivo,Ejecutivo,Licitacion,Sancionado,2026-08-06,2026-08-27,21,LICITACION PUBLICA SUMINISTRO N°192 - SER. LAVADO DE ROPA REUTILIZABLE DE USO HOSPITALARIO - SSP
0251285-2025-D,2026-08-03,ORD - Ordenanza,Ejecutivo,Ejecutivo,Licitacion,Sancionado,2026-08-06,2026-08-27,21,LICITACION PUBLICA SUMINISTRO N° 1232- SERV. DE ANESTESIOLOGÍA - HCSI-HMI-HCB
0275249-2026-D,2026-08-03,ORD - Ordenanza,Ejecutivo,Ejecutivo,Ordenanza,Sancionado,2026-08-06,2026-08-11,5,MODIFICAR EL ARTÍCULO 3° DEL ANEXO ÚNICO DE LA ORDENANZA N° 8996.(DECLARACIONES JURADAS PATRIMONIALES)
0248392-2026-S,2026-08-03,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2026-08-06,2026-08-10,4,CONVALIDACIÓN DE CONVENIO DE LEGÍTIMO ABONO - AGENTE ROXANA ALEJANDRA TASIN
0211270-2026-S,2026-08-03,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2026-08-06,2026-08-10,4,"LIQUIDACIÓN POR EJERCICIO VENCIDO - TESAR, NADIA MILAGROS - LEGAJO Nº 76.893"
00550-2026-HCD,2026-08-13,ORD - Ordenanza,Bloque Fuerza Patria,Diaz Marcos,Veredas,En comisión,2026-08-20,,34,"CREANDO EL ""PROGRAMA MUNICIPAL VEREDAS SEGURAS DE SAN ISIDRO"""
00562-2026-HCD,2026-08-13,ORD - Ordenanza,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Planeamiento Urbano,En comisión,2026-08-20,,34,"CREANDO EL PROGRAMA MUNICIAPAL DE ORDENAMIENTO, REGISTRO, RETIRO Y SOTERRAMIENTO PROGRESIVO DEL CABELADO AÉREO, EN EL ESPACIO PÚBLICO DEL PARTIDO DE SAN ISIDRO."
00542-2026-HCD,2026-08-13,DEC - Decreto,,,Honorable Concejo Deliberante,En comisión,2026-08-20,,34,DISPONIENDO LA INSTALACIÓN DE MAQUINAS EXPENDEDORAS DE ALIMENTOS Y BEBIDAS DENTRO DEL H.C.D.
00586-2026-HCD,2026-08-13,RES - Resolución,Bloque Fuerza Patria,Franco Virginia,Repudio,En comisión,2026-08-20,,34,EL H.C.D. REPUDIA EL ACCIONAR REPRESIVO DESPLEGADO POR LAS FUERZAS DE SEGURIDAD FEDERALES EL PASADO 6 DE AGOSTO DEL CORRIENTE AÑO FRENTE AL CONGRESO DE LA NACIÓN.
00564-2026-HCD,2026-08-13,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Declaración,En comisión,2026-08-20,,34,"EL H.C.D. EXPRESA SU PREOCUPACIÓN ANTE LA SITUACIÓN QUE ATRAVIESAN LOS COMERCIOS, PEQUEÑAS Y MEDIANAS EMPRESAS, EMPRENDIMIENTOS PRODUCTIVOS Y ESTABLECIMIENTOS INDUSTRIALES DEL PARTIDO."
00578-2026-HCD,2026-08-13,ORD - Ordenanza,Bloque Fuerza Patria,Franco Virginia,Semáforos,En comisión,2026-08-20,,34,"CREANDO EL ""PROGRAMA DE SEMÁFOROS SONOROS"" EN EL ÁMBITO DEL PARTIDO DE SAN ISIDRO."
00558-2026-HCD,2026-08-13,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Montivero Diego,Repudio,En comisión,2026-08-20,,34,"EL H.C.D. REPUDIA AL INTEMPESTIVO E INJUSTIFICADO CIERRE Y DESARTICULACIÓN DEL CORO NACIONAL DE NIÑOS, INSTITUCIÓN EMBLEMÁTICA DEL PATRIMONIO CULTURAL, EDUCATIVO Y ARTÍSTICO DE LA NACIÓN ARGENTINA"
00579-2026-HCD,2026-08-13,RES - Resolución,Bloque Fuerza Patria,Franco Virginia,Declaración,En comisión,2026-08-20,,34,"EL H.C.D. EXPRESA PREOCUPACIÓN POR LA DENOMINACIÓN ""DESFILE CÍVICO- MILITAR"" ADOPTADA POR EL D.E. PARA EL EVENTO CONMEMORATIVO DEL ANIVERSARIO DEL FALLECIMIENTO DEL GRAL. JOSÉ DE SAN MARTÍN."
00560-2026-HCD,2026-08-13,ORD - Ordenanza,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Debora Ruiz Ceballos,Derechos Humanos y Género,En comisión,2026-08-20,,34,"ESTABLECIENDO LA CAPACITACIÓN OBLIGATORIA Y PERIÓDICA EN PERSPECTIVA DE GÉNERO, PREVENCIÓN Y ABORDAJE DE LAS VIOLENCIAS POR MOTIVOS DE GÉNERO PARA LA TOTALIDAD DEL PERSONAL AFECTADO AL PATRULLAJE MUNICIPAL DE SAN ISIDRO."
